"GroupID","Param","Value","GroupLevel"
"SITE8768","site_active_dt","2012-03-01","Site"
"SITE8768","City","Foster City","Site"
"SITE8768","State","CA","Site"
"SITE8768","Country","US","Site"
"SITE5185","studyid","AA-AA-000-0000","Site"
"SITE5185","invid","SITE5185","Site"
"SITE5185","InvestigatorFirstName","Fred","Site"
"SITE5185","InvestigatorLastName","Deer","Site"
"SITE5185","site_status","Active","Site"
"SITE5185","site_active_dt","2012-03-01","Site"
"SITE5185","City","Milton Keynes","Site"
"SITE5185","State","Buckinghamshire","Site"
"SITE5185","Country","UK","Site"
"SITE8997","studyid","AA-AA-000-0000","Site"
"SITE8997","invid","SITE8997","Site"
"SITE8997","InvestigatorFirstName","Fred","Site"
"SITE8997","InvestigatorLastName","Smith","Site"
"SITE8997","site_status","Active","Site"
"SITE8997","site_active_dt","2012-03-01","Site"
"SITE8997","City","Kumamoto","Site"
"SITE8997","State","Kumamoto Prefecture","Site"
"SITE8997","Country","Japan","Site"
"SITE2923","studyid","AA-AA-000-0000","Site"
"SITE2923","invid","SITE2923","Site"
"SITE2923","InvestigatorFirstName","Fred","Site"
"SITE2923","InvestigatorLastName","Doe","Site"
"SITE2923","site_status","Active","Site"
"SITE2923","site_active_dt","2012-03-01","Site"
"SITE2923","City","Kumamoto","Site"
"SITE2923","State","Kumamoto Prefecture","Site"
"SITE2923","Country","Japan","Site"
"SITE2354","studyid","AA-AA-000-0000","Site"
"SITE2354","invid","SITE2354","Site"
"SITE2354","InvestigatorFirstName","John","Site"
"SITE2354","InvestigatorLastName","Deer","Site"
"SITE2354","site_status","Active","Site"
"SITE2354","site_active_dt","2012-03-01","Site"
"SITE2354","City","Milton Keynes","Site"
"SITE2354","State","Buckinghamshire","Site"
"SITE2354","Country","UK","Site"
"SITE1273","studyid","AA-AA-000-0000","Site"
"SITE1273","invid","SITE1273","Site"
"SITE1273","InvestigatorFirstName","Joanne","Site"
"SITE1273","InvestigatorLastName","Deer","Site"
"SITE1273","site_status","Active","Site"
"SITE1273","site_active_dt","2012-03-01","Site"
"SITE1273","City","London","Site"
"SITE1273","State","Greater London","Site"
"SITE1273","Country","UK","Site"
"SITE1233","studyid","AA-AA-000-0000","Site"
"SITE1233","invid","SITE1233","Site"
"SITE1233","InvestigatorFirstName","Joanne","Site"
"SITE1233","InvestigatorLastName","Deer","Site"
"SITE1233","site_status","Active","Site"
"SITE1233","site_active_dt","2012-03-01","Site"
"SITE1233","City","Newtown Square","Site"
"SITE1233","State","PA","Site"
"SITE1233","Country","US","Site"
"SITE4744","studyid","AA-AA-000-0000","Site"
"SITE4744","invid","SITE4744","Site"
"SITE4744","InvestigatorFirstName","Joanne","Site"
"SITE4744","InvestigatorLastName","Deer","Site"
"SITE4744","site_status","Active","Site"
"SITE4744","site_active_dt","2012-03-01","Site"
"SITE4744","City","Newtown Square","Site"
"SITE4744","State","PA","Site"
"SITE4744","Country","US","Site"
"SITE7734","studyid","AA-AA-000-0000","Site"
"SITE7734","invid","SITE7734","Site"
"SITE7734","InvestigatorFirstName","Fred","Site"
"SITE7734","InvestigatorLastName","Doe","Site"
"SITE7734","site_status","Active","Site"
"SITE7734","site_active_dt","2012-03-01","Site"
"SITE7734","City","Newtown Square","Site"
"SITE7734","State","PA","Site"
"SITE7734","Country","US","Site"
"SITE4980","studyid","AA-AA-000-0000","Site"
"SITE4980","invid","SITE4980","Site"
"SITE4980","InvestigatorFirstName","Joanne","Site"
"SITE4980","InvestigatorLastName","Deer","Site"
"SITE4980","site_status","Active","Site"
"SITE4980","site_active_dt","2012-03-01","Site"
"SITE4980","City","Newtown Square","Site"
"SITE4980","State","PA","Site"
"SITE4980","Country","US","Site"
"SITE6603","ParticipantCount","9","Site"
"SITE6603","SiteCount","1","Site"
"SITE9360","ParticipantCount","9","Site"
"SITE9360","SiteCount","1","Site"
"SITE9580","ParticipantCount","5","Site"
"SITE9580","SiteCount","1","Site"
"SITE9142","ParticipantCount","15","Site"
"SITE9142","SiteCount","1","Site"
"SITE2170","ParticipantCount","10","Site"
"SITE2170","SiteCount","1","Site"
"SITE4485","ParticipantCount","11","Site"
"SITE4485","SiteCount","1","Site"
"SITE8788","ParticipantCount","6","Site"
"SITE8788","SiteCount","1","Site"
"SITE1982","ParticipantCount","5","Site"
"SITE1982","SiteCount","1","Site"
"SITE5895","ParticipantCount","9","Site"
"SITE5895","SiteCount","1","Site"
"SITE8420","ParticipantCount","6","Site"
"SITE8420","SiteCount","1","Site"
"SITE6572","ParticipantCount","3","Site"
"SITE6572","SiteCount","1","Site"
"SITE1786","ParticipantCount","5","Site"
"SITE1786","SiteCount","1","Site"
"SITE9604","ParticipantCount","5","Site"
"SITE9604","SiteCount","1","Site"
"SITE2980","ParticipantCount","4","Site"
"SITE2980","SiteCount","1","Site"
"SITE6440","ParticipantCount","1","Site"
"SITE6440","SiteCount","1","Site"
"SITE4671","ParticipantCount","2","Site"
"SITE4671","SiteCount","1","Site"
"SITE5062","ParticipantCount","5","Site"
"SITE5062","SiteCount","1","Site"
"SITE6832","ParticipantCount","5","Site"
"SITE6832","SiteCount","1","Site"
"SITE5611","ParticipantCount","7","Site"
"SITE5611","SiteCount","1","Site"
"SITE7734","ParticipantCount","2","Site"
"SITE7734","SiteCount","1","Site"
"SITE9082","ParticipantCount","1","Site"
"SITE9082","SiteCount","1","Site"
"SITE8627","ParticipantCount","2","Site"
"SITE8627","SiteCount","1","Site"
"SITE3754","ParticipantCount","4","Site"
"SITE3754","SiteCount","1","Site"
"SITE4597","ParticipantCount","3","Site"
"SITE4597","SiteCount","1","Site"
"SITE2354","ParticipantCount","3","Site"
"SITE2354","SiteCount","1","Site"
"SITE7838","ParticipantCount","3","Site"
"SITE7838","SiteCount","1","Site"
"SITE8517","ParticipantCount","7","Site"
"SITE8517","SiteCount","1","Site"
"SITE4323","ParticipantCount","14","Site"
"SITE4323","SiteCount","1","Site"
"SITE5384","ParticipantCount","7","Site"
"SITE5384","SiteCount","1","Site"
"SITE2192","ParticipantCount","14","Site"
"SITE2192","SiteCount","1","Site"
"SITE1910","ParticipantCount","5","Site"
"SITE1910","SiteCount","1","Site"
"SITE1750","ParticipantCount","7","Site"
"SITE1750","SiteCount","1","Site"
"SITE759","ParticipantCount","6","Site"
"SITE759","SiteCount","1","Site"
"SITE3909","ParticipantCount","7","Site"
"SITE3909","SiteCount","1","Site"
"SITE8625","ParticipantCount","12","Site"
"SITE8625","SiteCount","1","Site"
"SITE2901","ParticipantCount","4","Site"
"SITE2901","SiteCount","1","Site"
"SITE4590","ParticipantCount","12","Site"
"SITE4590","SiteCount","1","Site"
"SITE3319","ParticipantCount","5","Site"
"SITE3319","SiteCount","1","Site"
"SITE5289","ParticipantCount","1","Site"
"SITE5289","SiteCount","1","Site"
"SITE4959","ParticipantCount","11","Site"
"SITE4959","SiteCount","1","Site"
"SITE8835","ParticipantCount","5","Site"
"SITE8835","SiteCount","1","Site"
"SITE6410","ParticipantCount","4","Site"
"SITE6410","SiteCount","1","Site"
"SITE1102","ParticipantCount","4","Site"
"SITE1102","SiteCount","1","Site"
"SITE2373","ParticipantCount","5","Site"
"SITE2373","SiteCount","1","Site"
"SITE1748","ParticipantCount","7","Site"
"SITE1748","SiteCount","1","Site"
"SITE7913","ParticipantCount","2","Site"
"SITE7913","SiteCount","1","Site"
"SITE9858","ParticipantCount","4","Site"
"SITE9858","SiteCount","1","Site"
"SITE7604","ParticipantCount","4","Site"
"SITE7604","SiteCount","1","Site"
"SITE7208","ParticipantCount","4","Site"
"SITE7208","SiteCount","1","Site"
"SITE6184","ParticipantCount","5","Site"
"SITE6184","SiteCount","1","Site"
"SITE8091","ParticipantCount","5","Site"
"SITE8091","SiteCount","1","Site"
"SITE2894","ParticipantCount","5","Site"
"SITE2894","SiteCount","1","Site"
"SITE3871","ParticipantCount","3","Site"
"SITE3871","SiteCount","1","Site"
"SITE1273","ParticipantCount","1","Site"
"SITE1273","SiteCount","1","Site"
"SITE4754","ParticipantCount","1","Site"
"SITE4754","SiteCount","1","Site"
"SITE8361","ParticipantCount","1","Site"
"SITE8361","SiteCount","1","Site"
"SITE3068","ParticipantCount","4","Site"
"SITE3068","SiteCount","1","Site"
"SITE6123","ParticipantCount","2","Site"
"SITE6123","SiteCount","1","Site"
"SITE8799","ParticipantCount","13","Site"
"SITE8799","SiteCount","1","Site"
"SITE7809","ParticipantCount","7","Site"
"SITE7809","SiteCount","1","Site"
"SITE8633","ParticipantCount","6","Site"
"SITE8633","SiteCount","1","Site"
"SITE8764","ParticipantCount","4","Site"
"SITE8764","SiteCount","1","Site"
"SITE2532","ParticipantCount","12","Site"
"SITE2532","SiteCount","1","Site"
"SITE7983","ParticipantCount","13","Site"
"SITE7983","SiteCount","1","Site"
"SITE9346","ParticipantCount","11","Site"
"SITE9346","SiteCount","1","Site"
"SITE6405","ParticipantCount","6","Site"
"SITE6405","SiteCount","1","Site"
"SITE1257","ParticipantCount","5","Site"
"SITE1257","SiteCount","1","Site"
"SITE4264","ParticipantCount","5","Site"
"SITE4264","SiteCount","1","Site"
"SITE4629","ParticipantCount","8","Site"
"SITE4629","SiteCount","1","Site"
"SITE3989","ParticipantCount","7","Site"
"SITE3989","SiteCount","1","Site"
"SITE9414","ParticipantCount","7","Site"
"SITE9414","SiteCount","1","Site"
"SITE7184","ParticipantCount","5","Site"
"SITE7184","SiteCount","1","Site"
"SITE3081","ParticipantCount","11","Site"
"SITE3081","SiteCount","1","Site"
"SITE180","ParticipantCount","7","Site"
"SITE180","SiteCount","1","Site"
"SITE7096","ParticipantCount","5","Site"
"SITE7096","SiteCount","1","Site"
"SITE6900","ParticipantCount","7","Site"
"SITE6900","SiteCount","1","Site"
"SITE1727","ParticipantCount","7","Site"
"SITE1727","SiteCount","1","Site"
"SITE7004","ParticipantCount","9","Site"
"SITE7004","SiteCount","1","Site"
"SITE8786","ParticipantCount","8","Site"
"SITE8786","SiteCount","1","Site"
"SITE9147","ParticipantCount","2","Site"
"SITE9147","SiteCount","1","Site"
"SITE2883","ParticipantCount","3","Site"
"SITE2883","SiteCount","1","Site"
"SITE8354","ParticipantCount","6","Site"
"SITE8354","SiteCount","1","Site"
"SITE4072","ParticipantCount","9","Site"
"SITE4072","SiteCount","1","Site"
"SITE5185","ParticipantCount","1","Site"
"SITE5185","SiteCount","1","Site"
"SITE8210","ParticipantCount","6","Site"
"SITE8210","SiteCount","1","Site"
"SITE9884","ParticipantCount","4","Site"
"SITE9884","SiteCount","1","Site"
"SITE6991","ParticipantCount","3","Site"
"SITE6991","SiteCount","1","Site"
"SITE1934","ParticipantCount","4","Site"
"SITE1934","SiteCount","1","Site"
"SITE3839","ParticipantCount","6","Site"
"SITE3839","SiteCount","1","Site"
"SITE4155","ParticipantCount","2","Site"
"SITE4155","SiteCount","1","Site"
"SITE5217","ParticipantCount","1","Site"
"SITE5217","SiteCount","1","Site"
"SITE4028","ParticipantCount","2","Site"
"SITE4028","SiteCount","1","Site"
"SITE5033","ParticipantCount","10","Site"
"SITE5033","SiteCount","1","Site"
"SITE1233","ParticipantCount","6","Site"
"SITE1233","SiteCount","1","Site"
"SITE8616","ParticipantCount","1","Site"
"SITE8616","SiteCount","1","Site"
"SITE3077","ParticipantCount","3","Site"
"SITE3077","SiteCount","1","Site"
"SITE1544","ParticipantCount","2","Site"
"SITE1544","SiteCount","1","Site"
"SITE8768","ParticipantCount","7","Site"
"SITE8768","SiteCount","1","Site"
"SITE5425","ParticipantCount","2","Site"
"SITE5425","SiteCount","1","Site"
"SITE101","ParticipantCount","2","Site"
"SITE101","SiteCount","1","Site"
"SITE4260","ParticipantCount","8","Site"
"SITE4260","SiteCount","1","Site"
"SITE3938","ParticipantCount","4","Site"
"SITE3938","SiteCount","1","Site"
"SITE9888","ParticipantCount","2","Site"
"SITE9888","SiteCount","1","Site"
"SITE7543","ParticipantCount","2","Site"
"SITE7543","SiteCount","1","Site"
"SITE4875","ParticipantCount","2","Site"
"SITE4875","SiteCount","1","Site"
"SITE8084","ParticipantCount","2","Site"
"SITE8084","SiteCount","1","Site"
"SITE4976","ParticipantCount","1","Site"
"SITE4976","SiteCount","1","Site"
"SITE9766","ParticipantCount","2","Site"
"SITE9766","SiteCount","1","Site"
"SITE4703","ParticipantCount","2","Site"
"SITE4703","SiteCount","1","Site"
"SITE3759","ParticipantCount","1","Site"
"SITE3759","SiteCount","1","Site"
"SITE2030","ParticipantCount","1","Site"
"SITE2030","SiteCount","1","Site"
"SITE213","ParticipantCount","12","Site"
"SITE213","SiteCount","1","Site"
"SITE958","ParticipantCount","11","Site"
"SITE958","SiteCount","1","Site"
"SITE9737","ParticipantCount","6","Site"
"SITE9737","SiteCount","1","Site"
"SITE7011","ParticipantCount","6","Site"
"SITE7011","SiteCount","1","Site"
"SITE4874","ParticipantCount","7","Site"
"SITE4874","SiteCount","1","Site"
"SITE2323","ParticipantCount","6","Site"
"SITE2323","SiteCount","1","Site"
"SITE3289","ParticipantCount","7","Site"
"SITE3289","SiteCount","1","Site"
"SITE9661","ParticipantCount","7","Site"
"SITE9661","SiteCount","1","Site"
"SITE8857","ParticipantCount","2","Site"
"SITE8857","SiteCount","1","Site"
"SITE6384","ParticipantCount","5","Site"
"SITE6384","SiteCount","1","Site"
"SITE3719","ParticipantCount","5","Site"
"SITE3719","SiteCount","1","Site"
"SITE404","ParticipantCount","3","Site"
"SITE404","SiteCount","1","Site"
"SITE216","ParticipantCount","8","Site"
"SITE216","SiteCount","1","Site"
"SITE2986","ParticipantCount","7","Site"
"SITE2986","SiteCount","1","Site"
"SITE8351","ParticipantCount","9","Site"
"SITE8351","SiteCount","1","Site"
"SITE3090","ParticipantCount","5","Site"
"SITE3090","SiteCount","1","Site"
"SITE9516","ParticipantCount","4","Site"
"SITE9516","SiteCount","1","Site"
"SITE3353","ParticipantCount","7","Site"
"SITE3353","SiteCount","1","Site"
"SITE8997","ParticipantCount","5","Site"
"SITE8997","SiteCount","1","Site"
"SITE4612","ParticipantCount","2","Site"
"SITE4612","SiteCount","1","Site"
"SITE2923","ParticipantCount","3","Site"
"SITE2923","SiteCount","1","Site"
"SITE9395","ParticipantCount","4","Site"
"SITE9395","SiteCount","1","Site"
"SITE7246","ParticipantCount","2","Site"
"SITE7246","SiteCount","1","Site"
"SITE9418","ParticipantCount","3","Site"
"SITE9418","SiteCount","1","Site"
"SITE4543","ParticipantCount","3","Site"
"SITE4543","SiteCount","1","Site"
"SITE1841","ParticipantCount","3","Site"
"SITE1841","SiteCount","1","Site"
"SITE4314","ParticipantCount","8","Site"
"SITE4314","SiteCount","1","Site"
"SITE022","ParticipantCount","4","Site"
"SITE022","SiteCount","1","Site"
"SITE7860","ParticipantCount","4","Site"
"SITE7860","SiteCount","1","Site"
"SITE6155","ParticipantCount","3","Site"
"SITE6155","SiteCount","1","Site"
"SITE1935","ParticipantCount","2","Site"
"SITE1935","SiteCount","1","Site"
"SITE3415","ParticipantCount","4","Site"
"SITE3415","SiteCount","1","Site"
"SITE2062","ParticipantCount","1","Site"
"SITE2062","SiteCount","1","Site"
"SITE4424","ParticipantCount","2","Site"
"SITE4424","SiteCount","1","Site"
"SITE4744","ParticipantCount","2","Site"
"SITE4744","SiteCount","1","Site"
"SITE6068","ParticipantCount","2","Site"
"SITE6068","SiteCount","1","Site"
"SITE4275","ParticipantCount","1","Site"
"SITE4275","SiteCount","1","Site"
"UK","ParticipantCount","231","Country"
"UK","SiteCount","47","Country"
"US","ParticipantCount","318","Country"
"US","SiteCount","57","Country"
"Japan","ParticipantCount","216","Country"
"Japan","SiteCount","44","Country"
